clarinet,67,0.14150849999999998,,128,116
clarinet,67,0.28301699999999996,,256,116
clarinet,67,0.42452549999999994,,384,116
clarinet,63,0.5660339999999999,,512,768
clarinet,65,3.7049220000000003,,1408,116
clarinet,65,3.8438100000000004,,1536,116
clarinet,65,3.982698,,1664,116
clarinet,62,4.121586000000001,,1792,1280
clarinet,55,14.065188000000001,,9344,116
clarinet,59,14.065188000000001,,9344,116
clarinet,59,14.215188000000001,,9472,116
clarinet,62,14.215188000000001,,9472,116
clarinet,62,14.365188,,9600,116
clarinet,67,14.365188,,9600,116
clarinet,63,14.515188,,9728,231
clarinet,67,14.515188,,9728,231
clarinet,60,15.181852000000001,,10240,231
clarinet,66,15.181852000000001,,10240,231
clarinet,59,15.961072000000001,,10752,231
clarinet,62,15.961072000000001,,10752,231
clarinet,68,17.3688845,,11520,116
clarinet,68,17.518884500000002,,11648,116
clarinet,68,17.6688845,,11776,116
clarinet,65,17.818884500000003,,11904,1280
clarinet,74,23.721636500000002,,16896,116
clarinet,74,23.860524500000004,,17024,116
clarinet,74,23.999412500000005,,17152,116
clarinet,72,24.138300500000003,,17280,231
clarinet,65,26.916060500000004,,19840,231
clarinet,68,26.916060500000004,,19840,231
clarinet,64,27.471612500000003,,20352,231
clarinet,67,27.471612500000003,,20352,231
clarinet,65,28.027164500000005,,20864,231
clarinet,68,28.027164500000005,,20864,231
clarinet,67,28.582716500000004,,21376,231
clarinet,70,28.582716500000004,,21376,231
clarinet,65,29.138268500000002,,21888,231
clarinet,68,29.138268500000002,,21888,231
clarinet,62,29.693820500000005,,22400,231
clarinet,65,29.693820500000005,,22400,231
clarinet,63,30.249372500000003,,22912,1997
clarinet,67,30.249372500000003,,22912,1997
clarinet,62,32.4715805,,24960,1767
clarinet,65,32.4715805,,24960,1767
clarinet,60,34.41601250000001,,26752,231
clarinet,63,34.41601250000001,,26752,231
clarinet,66,34.693788500000004,,27008,1997
clarinet,75,34.693788500000004,,27008,1997
clarinet,66,36.915996500000006,,29056,231
clarinet,75,36.915996500000006,,29056,231
clarinet,70,38.0271005,,30080,231
clarinet,70,43.28852450000001,,34688,261
clarinet,75,43.58264150000001,,34944,261
clarinet,74,43.87675850000001,,35200,261
clarinet,75,44.17087550000001,,35456,261
clarinet,77,44.46499250000001,,35712,261
